4960,0.0014778
4965,0.0043989
4970,0.016247
4975,0.046426
4980,0.099832
4985,0.17747
4990,0.27659
4995,0.38915
5000,0.51064
5005,0.64016
5010,0.75708
5015,0.86465
5020,0.98425
5025,1.0854
5030,1.15
5035,1.1839
5040,1.2285
5045,1.236
5050,1.2271
5055,1.2373
5060,1.2428
5065,1.2354
5070,1.2202
5075,1.2248
5080,1.2343
5085,1.2371
5090,1.2589
5095,1.2641
5100,1.2406
5105,1.235
5110,1.2448
5115,1.2518
5120,1.2442
5125,1.2356
5130,1.235
5135,1.2287
5140,1.2063
5145,1.202
5150,1.1899
5155,1.1775
5160,1.1891
5165,1.1868
5170,1.1802
5175,1.168
5180,1.1528
5185,1.1368
5190,1.1312
5195,1.1356
5200,1.1383
5205,1.1283
5210,1.1095
5215,1.1104
5220,1.1038
5225,1.096
5230,1.1067
5235,1.1073
5240,1.1064
5245,1.0969
5250,1.1001
5255,1.1161
5260,1.1128
5265,1.1123
5270,1.1044
5275,1.0962
5280,1.0839
5285,1.0871
5290,1.1018
5295,1.1021
5300,1.1034
5305,1.1057
5310,1.1055
5315,1.1044
5320,1.1109
5325,1.1032
5330,1.0806
5335,1.0615
5340,1.0468
5345,1.0436
5350,1.0575
5355,1.0547
5360,1.0473
5365,1.0301
5370,1.027
5375,1.0163
5380,1.0083
5385,1.0106
5390,1.0108
5395,1.0013
5400,0.98602
5405,0.96591
5410,0.95488
5415,0.96092
5420,0.96425
5425,0.97177
5430,0.97747
5435,0.98809
5440,1.0011
5445,1.002
5450,1.0027
5455,1.0065
5460,1.0141
5465,1.0153
5470,1.027
5475,1.0235
5480,1.0272
5485,1.0315
5490,1.0216
5495,1.0167
5500,1.0047
5505,0.99018
5510,0.98811
5515,0.98417
5520,0.97707
5525,0.96908
5530,0.94909
5535,0.92081
5540,0.91125
5545,0.92199
5550,0.92558
5555,0.92943
5560,0.92783
5565,0.91636
5570,0.91201
5575,0.90559
5580,0.90484
5585,0.90334
5590,0.88988
5595,0.8795
5600,0.87769
5605,0.86467
5610,0.85999
5615,0.86011
5620,0.85736
5625,0.85736
5630,0.8645
5635,0.86532
5640,0.86404
5645,0.87115
5650,0.87369
5655,0.87225
5660,0.86584
5665,0.85654
5670,0.85848
5675,0.8707
5680,0.87402
5685,0.86786
5690,0.86138
5695,0.85303
5700,0.85554
5705,0.85347
5710,0.86065
5715,0.85398
5720,0.83748
5725,0.83055
5730,0.83637
5735,0.83376
5740,0.83012
5745,0.83051
5750,0.81111
5755,0.80961
5760,0.79954
5765,0.79051
5770,0.79418
5775,0.7874
5780,0.76574
5785,0.76942
5790,0.77108
5795,0.77157
5800,0.77484
5805,0.76865
5810,0.76791
5815,0.76415
5820,0.76507
5825,0.77546
5830,0.7781
5835,0.77037
5840,0.76566
5845,0.76803
5850,0.77176
5855,0.76876
5860,0.76943
5865,0.76284
5870,0.7418
5875,0.71818
5880,0.72219
5885,0.72072
5890,0.69603
5895,0.6832
5900,0.70233
5905,0.72821
5910,0.7305
5915,0.71987
5920,0.71413
5925,0.72276
5930,0.71517
5935,0.70874
5940,0.70277
5945,0.69889
5950,0.69976
5955,0.69535
5960,0.69911
5965,0.69808
5970,0.69467
5975,0.6888
5980,0.68735
5985,0.69266
5990,0.69658
5995,0.69608
6000,0.69776
6005,0.69436
6010,0.68719
6015,0.67701
6020,0.67905
6025,0.68196
6030,0.68584
6035,0.68183
6040,0.67482
6045,0.67663
6050,0.67314
6055,0.67075
6060,0.66278
6065,0.6569
6070,0.6564
6075,0.65673
6080,0.65546
6085,0.65144
6090,0.65626
6095,0.64596
6100,0.63833
6105,0.6324
6110,0.62894
6115,0.63369
6120,0.63115
6125,0.62739
6130,0.62517
6135,0.63088
6140,0.62866
6145,0.62685
6150,0.62602
6155,0.62449
6160,0.62159
6165,0.62301
6170,0.62453
6175,0.62025
6180,0.61939
6185,0.62347
6190,0.62689
6195,0.62916
6200,0.62354
6205,0.61886
6210,0.62038
6215,0.62135
6220,0.62174
6225,0.62405
6230,0.62645
6235,0.62173
6240,0.61295
6245,0.61363
6250,0.60779
6255,0.60524
6260,0.60749
6265,0.60168
6270,0.59357
6275,0.58112
6280,0.55581
6285,0.55713
6290,0.56792
6295,0.56658
6300,0.56354
6305,0.5608
6310,0.55558
6315,0.54834
6320,0.54445
6325,0.54142
6330,0.53934
6335,0.53149
6340,0.52801
6345,0.52546
6350,0.51936
6355,0.5144
6360,0.51329
6365,0.51596
6370,0.51611
6375,0.51427
6380,0.51571
6385,0.52369
6390,0.53265
6395,0.54032
6400,0.54718
6405,0.54518
6410,0.54681
6415,0.54839
6420,0.5514
6425,0.55327
6430,0.55138
6435,0.5557
6440,0.55237
6445,0.54899
6450,0.5524
6455,0.55172
6460,0.54737
6465,0.54615
6470,0.54262
6475,0.53584
6480,0.53653
6485,0.53453
6490,0.53356
6495,0.5371
6500,0.5396
6505,0.53286
6510,0.5319
6515,0.52164
6520,0.51816
6525,0.51959
6530,0.51592
6535,0.51027
6540,0.50326
6545,0.48871
6550,0.4668
6555,0.4394
6560,0.40493
6565,0.39867
6570,0.4312
6575,0.45024
6580,0.45862
6585,0.46426
6590,0.47082
6595,0.47617
6600,0.47712
6605,0.48179
6610,0.47889
6615,0.47584
6620,0.47387
6625,0.47811
6630,0.47853
6635,0.47982
6640,0.47487
6645,0.47334
6650,0.47687
6655,0.48499
6660,0.48632
6665,0.4817
6670,0.47797
6675,0.46712
6680,0.46007
6685,0.46867
6690,0.47311
6695,0.47698
6700,0.4781
6705,0.48167
6710,0.47549
6715,0.46671
6720,0.46622
6725,0.4676
6730,0.46614
6735,0.46079
6740,0.45575
6745,0.45232
6750,0.44936
6755,0.44812
6760,0.44789
6765,0.44382
6770,0.44066
6775,0.43609
6780,0.42776
6785,0.42168
6790,0.42063
6795,0.42238
6800,0.42093
6805,0.41949
6810,0.4177
6815,0.42067
6820,0.42117
6825,0.41985
6830,0.41823
6835,0.41204
6840,0.40222
6845,0.40235
6850,0.40653
6855,0.4123
6860,0.417
6865,0.41704
6870,0.41252
6875,0.40701
6880,0.40337
6885,0.40353
6890,0.40834
6895,0.41589
6900,0.42377
6905,0.42898
6910,0.43115
6915,0.43228
6920,0.43211
6925,0.43028
6930,0.42446
6935,0.41329
6940,0.40931
6945,0.41086
6950,0.40719
6955,0.38887
6960,0.36193
6965,0.35314
6970,0.35038
6975,0.34388
6980,0.33301
6985,0.3199
6990,0.30768
6995,0.29923
7000,0.2936
7005,0.29009
7010,0.28789
7015,0.28502
7020,0.281
7025,0.27698
7030,0.27537
7035,0.27679
7040,0.28212
7045,0.29003
7050,0.29785
7055,0.30397
7060,0.30807
7065,0.30859
7070,0.31335
7075,0.31442
7080,0.29831
7085,0.26158
7090,0.21136
7095,0.18259
7100,0.16786
7105,0.14199
7110,0.11275
7115,0.084576
7120,0.066814
7125,0.06062
7130,0.04726
7135,0.029438
7140,0.016306
7145,0.011785
7150,0.010891
7155,0.0096082
7160,0.0083653
7165,0.0067397
7170,0.0051075
7175,0.0038928
7180,0.0031064
7185,0.0023003
7190,0.0019139
7195,0.0019237
7200,0.0015344
7205,0.0011498
